No;NPSN;satuan_pen;Alamat;Kelurahan;Status;Kabupaten;Kecamatan;Bentuk Pendidikan;cek akreditasi;habis masa berlaku;cek sasaran 2025;latitude;longitude;Paket A;Paket B;Paket C
11986;20522449;UPTD SPF SD Negeri Binakal Kec. Binakal;Jl. Kemantren No. 3;Binakal;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
11987;60725454;TKS PGRI 2 BINAKAL;JL. DESA SUMBER DUMPYONG;Jeruk Soksok;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11988;69761306;KB. ISLAMIYAH;JL. RAYA BESUKI NO.35 PAL 163 RT. 07 RW. 02;Sumber Tengah;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2024;31 Desember 2029;;-7.90233300000;113.75988500000;-;-;-
11989;20522423;UPTD SPF SD Negeri Gadingsari Kec. Binakal;Gadingsari;Gadingsari;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
11990;60725455;TKS PGRI 3 BINAKAL;JL. RAYA BESUKI NO 11;Sumber Tengah;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11991;69761297;KB. KASIH IBU;DUSUN ANDUNG RT.09 RW.03;Sumber Waru;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11992;20522150;UPTD SPF SD Negeri Jeruk Soksok 1 Kec. Binakal;Jln. Dsn. Kebunan;Jeruk Soksok;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
11993;60725456;TKS PGRI 4 BINAKAL;JL. RAYA SUMBER WARU;Sumber Waru;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11994;69761308;KB. KURNIA;JL. BESUKI DUSUN PAL 16 RT. 06 RW. 02;Sumber Tengah;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2024;31 Desember 2029;;-7.90233300000;113.75988500000;-;-;-
11995;20522162;UPTD SPF SD Negeri Jeruk Soksok 3 Kec. Binakal;JL SUMBERDUMPYONG RT 12 RW 06;Jeruk Soksok;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
11996;60725458;TKS PGRI 5 BINAKAL;JL.TANCAK KEMBAR BENDELAN RT.9;Bendelan;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
11997;69761300;KB. MIFTAHUL JANNAH;DUSUN LANGSEP RT. 07 RW. 04;Jeruk Soksok;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;#N/A;#N/A;Lembaga Aktif;-7.90233300000;113.75988500000;-;-;-
11998;20522194;UPTD SPF SD Negeri Kembangan Kec. Binakal;Desa Kembangan;Kembangan;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
11999;69761299;KB. MIFTAHUL ULUM;DUSUN MASJID RT. 01 RW. 01;Baratan;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2016;31 Desember 2021;Lembaga Aktif;-7.90233300000;113.75988500000;-;-;-
12000;60725459;TKS PGRI 6 BINAKAL;JL. DESA GADINGSARI;Gadingsari;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
12001;20521858;UPTD SPF SD Negeri Sumber Tengah 1 Kec. Binakal;Jl. Besuki No.34;Sumber Tengah;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
12002;60725460;TKS PGRI 7 BINAKAL;JL.TANCAK KEMBAR BENDELAN RT.1;Bendelan;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
12003;69761292;KB. NURUL JADID;DUSUN KRAJAN RT. 03 RW. 01 GADINGSARI;Gadingsari;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
12004;20565473;UPTD SPF SD Negeri Sumber Tengah 2 Kec. Binakal;JL. Raya Besuki No. 02;Sumber Tengah;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
12005;60725463;TKS PKK BENDELAN;JL. TANCAK KEMBAR;Bendelan;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2021;31 Desember 2026;;-7.90233300000;113.75988500000;-;-;-
12006;69761294;KB. PERTIWI;DUSUN PANDE RT. 08 RW. 02 BINAKAL;Binakal;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;#N/A;#N/A;Lembaga Aktif;-7.90233300000;113.75988500000;-;-;-
12007;20521857;UPTD SPF SD Negeri Sumberwaru 1 Kec. Binakal;Jl. Ds. Sumberwaru No. 02;Sumber Waru;NEGERI;Kab. Bondowoso;Kec. Binakal;SD;;;;-7.90233300000;113.75988500000;-;-;-
12008;60725464;TKS TUNAS HARAPAN;JL. DESA KEMBANGAN;Kembangan;SWASTA;Kab. Bondowoso;Kec. Binakal;TK;2021;31 Desember 2026;;-7.90233300000;113.75988500000;-;-;-
12009;69761296;KB. PUNCAK RIA;DUSUN GARDU RT.02 RW.01;Sumber Waru;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2024;31 Desember 2029;;-7.90233300000;113.75988500000;-;-;-
12010;69761304;KB. SIMPATI;JL. MASJID DUSUN DUNCONG RT. 06 RW. 02;Bendelan;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2024;31 Desember 2029;;-7.90233300000;113.75988500000;-;-;-
12011;69761303;KB. SUNAN AMPEL;DUSUN TIMUR SAWAH RT. 08 RW. 05;Jeruk Soksok;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
12012;69912113;KB. TUNAS HARAPAN;Dusun Krajan RT. 01 RW. 01 Binakal;Kembangan;SWASTA;Kab. Bondowoso;Kec. Binakal;KB;2022;31 Desember 2027;;-7.90233300000;113.75988500000;-;-;-
12013;69794111;KB WIDYA MANDALA. BONDOWOSO;Perum Kembang Permai NO.36 RT 26 RW 09;Kembang;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2015;31 Desember 2020;Lembaga Aktif;-7.92867078012;113.81891066800;-;-;-
12014;69963690;TK ISLAMKU AL-IMTIZAZ;JL. BRIGPOL SUDARLAN 01 RT. 17 RW. 05;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TK;2021;31 Desember 2026;;-7.92867078012;113.81891066800;-;-;-
12015;69963132;SPS AL HIDAYAH;DUSUN KARANGGILI RT. 18 RW. 04;Pejaten;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SPS;2022;31 Desember 2027;;-7.92867078012;113.81891066800;-;-;-
12016;69761492;TPA. KASIH IBU;JL.A Yani gg.A Dabasah;Dabasah;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TPA;2024;31 Desember 2029;;-7.92867078012;113.81891066800;-;-;-
12017;69885078;RA. An Nisa MaArif;Jl. Putri Rengganis Rt. 15 Rw. 05 Desa Kembang;Kec. Bondowoso;SWASTA;Kab. Bondowoso;Kec. Bondowoso;RA;2024;31 Desember 2029;;-7.92867078012;113.81891066800;-;-;-
12018;K9996636;LKP ADIN`S MUSLIMAH;Jl. Diponegoro No. 92;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;Kursus / LKP;;;;-7.92867078012;113.81891066800;-;-;-
12019;P9952924;PKBM AL - IMTIZAZ;Jl. Brigpol Sudarlan RT. 17 Rw. 05 Nangkaan Bondowoso;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;-;-;-
12020;P9970296;SPNF SKB BONDOWOSO;JL. LETNAN RANTAM NO. 1 BONDOWOSO;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SKB;;;;-7.92867078012;113.81891066800;-;-;-
12021;20522388;SD AL IRSYAD AL ISLAMIYAH;Jl. Imam Bonjol I / 37;KADEMANGAN;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SD;;;;-7.92867078012;113.81891066800;-;-;-
12022;70025234;SMP ALAM INSAN CENDEKIA;Jl. Brigpol Sudarlan RT.002/001 Kelurahan Nangkaan. Kecamatan Bondowoso;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMP;;;;-7.92867078012;113.81891066800;-;-;-
12023;60716082;MIS AT TAQWA;JL. LETNAN SUTARMAN NO. 8;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MI;;;;-7.92867078012;113.81891066800;-;-;-
12024;20581711;MTsN 2 BONDOWOSO;JL. MT. HARYONO NO.44 BONDOWOSO;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;MTs;;;;-7.92867078012;113.81891066800;-;-;-
12025;69876156;SMA NAHDATUL ULAMA 1 BONDOWOSO;Jl. Brigjen Katamso RT 30/ RW 05 Badean Bondowoso;Badean;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMA;;;;-7.92867078012;113.81891066800;-;-;-
12026;20521724;SMKN 1 BONDOWOSO;JL. HOS COKROAMINOTO NO. 110;KADEMANGAN;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SMK;;;;-7.92867078012;113.81891066800;-;-;-
12027;69977827;MA KUNUUZUL IMAM KAUMAN;JL. KH. ZAINUL ARIFIN NO. 165 KAUMAN KOTA KULON BONDOWOSO;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MA;;;;-7.92867078012;113.81891066800;-;-;-
12028;20522405;SDLBN BADEAN;Jl. A. Yani Gg. Perintis 64 A Bondowoso;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SLB;;;;-7.92867078012;113.81891066800;-;-;-
12029;P9952924;PKBM AL - IMTIZAZ;Jl. Brigpol Sudarlan RT. 17 Rw. 05 Nangkaan Bondowoso;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;ya;ya;ya
12030;P9970296;SPNF SKB BONDOWOSO;JL. LETNAN RANTAM NO. 1 BONDOWOSO;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SKB;;;;-7.92867078012;113.81891066800;ya;ya;ya
12031;69761490;TPA. WIDYA MANDALA;MASTRIP PERUM KEMBANG PERMAI 36 RT 26 RW 09;Kembang;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TPA;2022;31 Desember 2027;;-7.92867078012;113.81891066800;-;-;-
12032;69980618;SPS GALUNGGUNG;JL. DIPONEGORO GANG MALABAR RT. 22 RW. 07;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SPS;2022;31 Desember 2027;;-7.92867078012;113.81891066800;-;-;-
12033;70025007;TK PELITA HARAPAN III;Jl. Diponegoro gang Malabar;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TK;2023;31 Desember 2028;;-7.92867078012;113.81891066800;-;-;-
12034;69761224;KB. AL - AMIN BONDOWOSO;PERUM PANCORAN MAS RT 34 RW 13;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2023;31 Desember 2028;;-7.92867078012;113.81891066800;-;-;-
12035;69885079;RA. Harapan Bangsa;Jl. Teuku Umar Gg.! No.29;Dabasah;SWASTA;Kab. Bondowoso;Kec. Bondowoso;RA;2023;31 Desember 2028;;-7.92867078012;113.81891066800;-;-;-
12036;K9998501;LKP AL MUMTAZ BONDOWOSO;Pesona Ijen Residence Blok E9;Badean;SWASTA;Kab. Bondowoso;Kec. Bondowoso;Kursus / LKP;;;;-7.92867078012;113.81891066800;-;-;-
12037;P9963186;PKBM AL AZHAR;JL. KOPRAL MOERIN RT. 15 RW. 03 PEJATEN;Pejaten;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;-;-;-
12038;70029503;SD ALAM ARRAHMAH;Jl. Mastrip No 14 Gg Masjid Rt 13/Rw 05;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SD;;;;-7.92867078012;113.81891066800;-;-;-
12039;70005651;SMP AR RAHMAN;Jl. Pejaten Desa Pejaten Kecamatan Bondowoso;Pejaten;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMP;;;;-7.92867078012;113.81891066800;-;-;-
12040;60716083;MIS DARUL HIKMAH TAMANSARI;JL. PANJAITAN NO.20;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MI;;;;-7.92867078012;113.81891066800;-;-;-
12041;20581712;MTSS AL ANWAR;Jln. Mastrip No. 07 Bunder Pancoran Bondowoso;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MTs;;;;-7.92867078012;113.81891066800;-;-;-
12042;20521730;SMAN 1 BONDOWOSO;Jl. Letnan Rantam No. 2;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SMA;;;;-7.92867078012;113.81891066800;-;-;-
12043;20521723;SMKN 2 BONDOWOSO;JL. AHMAD YANI NO. 48;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SMK;;;;-7.92867078012;113.81891066800;-;-;-
12044;20580164;MAN BONDOWOSO;JL KHAIRIL ANWAR 278 KEL. BADEAN;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;MA;;;;-7.92867078012;113.81891066800;-;-;-
12045;69912486;SMALB NEGERI BONDOWOSO;JL. MASTRIP PANCORAN;Pancoran;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SLB;;;;-7.92867078012;113.81891066800;-;-;-
12046;P9963186;PKBM AL AZHAR;JL. KOPRAL MOERIN RT. 15 RW. 03 PEJATEN;Pejaten;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;ya;ya;ya
12047;69979206;TK. ALIFYA;Jl. Pelita No.. 04 RT. 15 RW. 06 Tamansari Bondowoso;Tamansari;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TK;2022;31 Desember 2027;;-7.92867078012;113.81891066800;-;-;-
12048;69794115;KB. AL - HIDAYAH 2 BONDOWOSO;Jl. Mastrip;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2023;31 Desember 2028;;-7.92867078012;113.81891066800;-;-;-
12049;69885081;RA. Sabilul Muttaqin;Ki S Mangunsarkoro Kampung Templek RT. 30 RW. 07;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;RA;2023;31 Desember 2028;;-7.92867078012;113.81891066800;-;-;-
12050;K9997540;LKP ALFA GROUP EDUCATION;Jl. Brigpol Sudarlan RT. 13 RW 04;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;Kursus / LKP;;;;-7.92867078012;113.81891066800;-;-;-
12051;P9998061;PKBM DARUL HASAN;Nangkaan RT 13 RW 04;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;-;-;-
12052;70024753;SD ALAM INSAN CENDEKIA;Jl. Brigpol Sudarlan RT.002/001 Kelurahan Nangkaan. Kecamatan Bondowoso;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SD;;;;-7.92867078012;113.81891066800;-;-;-
12053;20521797;SMP ISLAM DARUL IHSAN;Jl. Kopral Moerin No 12A;Pejaten;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMP;;;;-7.92867078012;113.81891066800;-;-;-
12054;60716168;MIS Darul Ulum Lombok Kulon;JL. TRUNOJOYO;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MI;;;;-7.92867078012;113.81891066800;-;-;-
12055;60727460;MTSS AL IRSYAD;JL. SUPRIYADI 144;KADEMANGAN;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MTs;;;;-7.92867078012;113.81891066800;-;-;-
12056;20521711;SMAN 2 BONDOWOSO;JL. LETJ. SUPRAPTO NO. 153;Dabasah;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SMA;;;;-7.92867078012;113.81891066800;-;-;-
12057;20521722;SMKN 3 BONDOWOSO;JL. SANTAWI NO. 96A;Tamansari;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SMK;;;;-7.92867078012;113.81891066800;-;-;-
12058;20580161;MAS AL IRSYAD;JL. SUPRIYADI 144;KADEMANGAN;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MA;;;;-7.92867078012;113.81891066800;-;-;-
12059;20571479;SMPLB NEGERI BONDOWOSO;Jl. Ayani Gg Perintis No 02 Bondowoso;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SLB;;;;-7.92867078012;113.81891066800;-;-;-
12060;P9998061;PKBM DARUL HASAN;Nangkaan RT 13 RW 04;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;-;ya;ya
12061;60725483;TK. AT - TAQWA. BONDOWOSO;LETNAN SUTARMAN NO.8 RT 3 RW 1;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TK;2022;31 Desember 2027;;-7.92867078012;113.81891066800;-;-;-
12062;69761226;KB. AL - HIDAYAH I. BONDOWOSO;MASTRIP GG PASENAN RT 22 RW 09;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2023;31 Desember 2028;;-7.92867078012;113.81891066800;-;-;-
12063;K5651763;LKP Asri;Jl. KH Agus Salim No. 25 Rt.17/ Rw.05. Bondowoso;Blindungan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;Kursus / LKP;;;;-7.92867078012;113.81891066800;-;-;-
12064;P9926294;PKBM HIDAYATUL HASAN;RT.05/02 DS.KEMBANG. KEC.BONDOWOSO. KAB.BONDOWOSO. PROV.JAWA TIMUR 68219;Kembang;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;-;-;-
12065;70010082;SD ALIFYA;Jl. Pelita No 04 RT 016 RW 006;Tamansari;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SD;;;;-7.92867078012;113.81891066800;-;-;-
12066;20521790;SMP KATOLIK INDRA PRASTHA;Jl. Jend. Akhmad Yani 20 Bondowoso;Badean;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMP;;;;-7.92867078012;113.81891066800;-;-;-
12067;60716084;MIS MIFTAHUL ULUM PANCORAN;JL RAYA MASTRIP 50 RT.16 RW.06;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MI;;;;-7.92867078012;113.81891066800;-;-;-
12068;20581713;MTSS AT TAQWA BONDOWOSO;JL. HOS. COKROAMINOTO NO. 45;KADEMANGAN;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MTs;;;;-7.92867078012;113.81891066800;-;-;-
12069;20521710;SMAN 3 BONDOWOSO;JL. SUPRIADI NO. 50;KADEMANGAN;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SMA;;;;-7.92867078012;113.81891066800;-;-;-
12070;69752453;SMKN 4 BONDOWOSO;Jalan Raya Mastrip Pancoran Bondowoso;Pancoran;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SMK;;;;-7.92867078012;113.81891066800;-;-;-
12071;20580157;MAS AL KHAIRIYAH;JL KH ASYARI NO.326 BONDOWOSO;KADEMANGAN;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MA;;;;-7.92867078012;113.81891066800;-;-;-
12072;69912494;TKLB NEGERI BONDOWOSO;JL. AHMAD YANI 64 Bondowoso;Badean;NEGERI;Kab. Bondowoso;Kec. Bondowoso;SLB;;;;-7.92867078012;113.81891066800;-;-;-
12073;P9926294;PKBM HIDAYATUL HASAN;RT.05/02 DS.KEMBANG. KEC.BONDOWOSO. KAB.BONDOWOSO. PROV.JAWA TIMUR 68219;Kembang;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;-;ya;ya
12074;69961327;TK. INSAN CENDEKIA;JL. BRIGPOL. SUDARLAN RT. 002 RW. 001;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TK;2021;31 Desember 2026;;-7.92867078012;113.81891066800;-;-;-
12075;69761225;KB. AL - HIKMAH BONDOWOSO;JL. MASTRIP RT 29 RW 11;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2023;31 Desember 2028;;-7.92867078012;113.81891066800;-;-;-
12076;K9998696;LKP BAHASA INGGRIS ENGLIZILLA;Jl.Hos CokroaminotoGG Rantai Mas RT 026 RW 002;Tamansari;SWASTA;Kab. Bondowoso;Kec. Bondowoso;Kursus / LKP;;;;-7.92867078012;113.81891066800;-;-;-
12077;P2961520;PKBM MAGENDA JAYA;JL. LETNAN RANTAM NO. 1;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;-;-;-
12078;69959561;SD INTEGRAL LUQMAN AL HAKIM;Jalan A. Yani Gg. Lapangan Perintis Rt 028/004;Badean;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SD;;;;-7.92867078012;113.81891066800;-;-;-
12079;69973032;SMP KUNUUZUL IMAM KAUMAN;Jl. KH. Zainul Arifin NO. 165 Kauman;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMP;;;;-7.92867078012;113.81891066800;-;-;-
12080;20581714;MTsS MIFTAHUL ULUM PANCORAN;JL. MASTRIP NO 52;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MTs;;;;-7.92867078012;113.81891066800;-;-;-
12081;20522081;SMAS MIFTAHUL ULUM;JL. MASTRIP 17/6 BUNDER - PANCORAN;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMA;;;;-7.92867078012;113.81891066800;-;-;-
12082;69772328;SMKS MUHAMMADIYAH;JL.Sucipto Yudhodiharjo Gg Panti Blindungan Bondowoso;Blindungan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMK;;;;-7.92867078012;113.81891066800;-;-;-
12083;20580160;MAS AL-ANWAR;JL. MASRIP NO. 07 BUNDER PANCORAN BONDOWOSO;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MA;;;;-7.92867078012;113.81891066800;-;-;-
12084;P2961520;PKBM MAGENDA JAYA;JL. LETNAN RANTAM NO. 1;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;PKBM;;;;-7.92867078012;113.81891066800;-;ya;ya
12085;69761251;KB. AL - IHSAN;JL. DIPONEGORO;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2021;31 Desember 2026;;-7.92867078012;113.81891066800;-;-;-
12086;70001726;TK. TAHFIDZ AL - FATIH;Jl. Kopral Moerin No. 08 Pejaten;Pejaten;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TK;2022;31 Desember 2027;;-7.92867078012;113.81891066800;-;-;-
12087;K5651740;LKP Berlian;Jl. Ahmad Yani Gg Lap. Perintis Rt 28/04 Kota Bondowoso;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;Kursus / LKP;;;;-7.92867078012;113.81891066800;-;-;-
12088;20562612;SD ISLAM HIDAYATUL HASAN;JL. PUTRI RENGGANIS RT 05/02 KEMBANG BONDOWOSO;Kembang;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SD;;;;-7.92867078012;113.81891066800;-;-;-
12089;20521796;SMP MIFTAHUL ULUM;Jl. Mastrip 17/6 Bunder;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMP;;;;-7.92867078012;113.81891066800;-;-;-
12090;20521746;SMAS MUHAMMADIYAH BONDOWOSO;JL. MAYJEN PANJAITAN NO.48;Dabasah;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMA;;;;-7.92867078012;113.81891066800;-;-;-
12091;20521727;SMKS PGRI 2 BONDOWOSO;JL. SALI WIRYO PRANOMO GG. TAMAN 25 BONDOWOSO;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMK;;;;-7.92867078012;113.81891066800;-;-;-
12092;69941742;MAS ATQIA;Jl. HOS Cokroaminoto No.17 Kademangan;KADEMANGAN;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MA;;;;-7.92867078012;113.81891066800;-;-;-
12093;69761236;KB. AL - IMTIZAZ;JL. BRIGP[OL SUDARLAN;Nangkaan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2019;31 Desember 2026;;-7.92867078012;113.81891066800;-;-;-
12094;69794027;TK. TUNAS RIA;RA. KARTINI No. 22A RT 22 RW VI;Blindungan;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TK;2022;31 Desember 2027;;-7.92867078012;113.81891066800;-;-;-
12095;K9999315;LKP BERLIAN DRIVING CENTER;Badean RT.29 RW.04;Badean;SWASTA;Kab. Bondowoso;Kec. Bondowoso;Kursus / LKP;;;;-7.92867078012;113.81891066800;-;-;-
12096;20583975;SD IT KUNTUM INSAN CEMERLANG;Jl. S. Parman Gg. Prajurit No. 61 Kelurahan Badean Kec./kab Bondowoso;Badean;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SD;;;;-7.92867078012;113.81891066800;-;-;-
12097;20521795;SMP MUHAMMADIYAH BONDOWOSO;Jl. Letjen Haryono Mt.15 Bondowoso;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMP;;;;-7.92867078012;113.81891066800;-;-;-
12098;69941743;MAS Miftahul Ulum Pancoran;Jl. Mastrip No. 52 Ds. Pancoran;Pancoran;SWASTA;Kab. Bondowoso;Kec. Bondowoso;MA;;;;-7.92867078012;113.81891066800;-;-;-
12099;69794051;TK. WIDYA MANDALA;Jl. Mastrip Perum Kembang Permai No. 36 RT 26 RW 09 Kembang Bondowoso;Kembang;SWASTA;Kab. Bondowoso;Kec. Bondowoso;TK;2018;31 Desember 2026;;-7.92867078012;113.81891066800;-;-;-
12100;69761261;KB. AL - IRSYAD AL ISLAMIYAH. BONDOWOSO;JL.SUPRIYADI 142 BONDOWOSO RT 14 RW III;KADEMANGAN;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2015;31 Desember 2026;;-7.92867078012;113.81891066800;-;-;-
12101;K5667902;LKP BUSANA INDAH;JL. ZAINUL ARIFIN II/35 RT. 04 RW. 01;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;Kursus / LKP;;;;-7.92867078012;113.81891066800;-;-;-
12102;20522383;SD KRISTEN PETRA;Jl. DIPONEGORO No. 69;Kotakulon;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SD;;;;-7.92867078012;113.81891066800;-;-;-
12103;20554294;SMP YIMA ISLAMIC SCHOOL;Jl. HOS Cokroaminoto Gg. TK YIMA No. 32;KADEMANGAN;SWASTA;Kab. Bondowoso;Kec. Bondowoso;SMP;;;;-7.92867078012;113.81891066800;-;-;-
12104;60726686;TKN PEMBINA TAMANSARI;JL.KIS MANGUNSARKORO 136 D TAMANSARI KEC BONDOWOSO;Tamansari;NEGERI;Kab. Bondowoso;Kec. Bondowoso;TK;2017;31 Desember 2026;;-7.92867078012;113.81891066800;-;-;-
12105;69761263;KB. AL AZHAR;JL. KOPRAL MOERIN RT 15 RW 03;Pejaten;SWASTA;Kab. Bondowoso;Kec. Bondowoso;KB;2022;31 Desember 2027;;-7.92867078012;113.81891066800;-;-;-
